trial,weeks,pubID,Kappa,is_spr
G001,4,PubID_005,0.7142857142857143,False
G001,4,PubID_005,0.5714285714285714,True
G001,4,PubID_009,0.4444444444444444,False
G001,4,PubID_014,0.3333333333333333,False
G001,4,PubID_014,0.5,True
G001,4,PubID_023,0.2,False
G001,4,PubID_023,0.5,True
G001,4,PubID_032,0.24324324324324326,False
G001,4,PubID_036,0.5,False
G001,4,PubID_036,0.4444444444444444,True
G001,4,PubID_046,0.42857142857142855,False
G001,4,PubID_046,0.5,True
G001,4,PubID_047,0.4,False
G001,4,PubID_047,1.0,True
G001,4,PubID_051,1.0,False
G001,4,PubID_051,1.0,True
G001,4,PubID_056,0.3333333333333333,False
G001,4,PubID_056,0.4666666666666667,True
G001,4,PubID_060,0.3870967741935484,False
G001,4,PubID_062,0.6666666666666666,False
G001,4,PubID_064,0.27586206896551724,False
G001,4,PubID_068,0.25,False
G001,4,PubID_070,0.36363636363636365,False
G001,4,PubID_077,0.3333333333333333,False
G001,4,PubID_077,0.3333333333333333,True
G001,4,PubID_079,1.0,False
G001,4,PubID_079,1.0,True
G001,4,PubID_092,0.3333333333333333,False
G001,4,PubID_100,0.18181818181818182,False
G001,4,PubID_100,1.0,True
G001,4,PubID_110,0.42857142857142855,False
G001,4,PubID_110,0.0,True
G001,4,PubID_112,0.3,False
G001,4,PubID_113,0.3939393939393939,False
G001,4,PubID_114,0.3333333333333333,False
G001,4,PubID_114,0.5,True
G001,4,PubID_116,0.0,False
G001,4,PubID_117,0.0,False
G001,4,PubID_151,0.34782608695652173,False
G001,4,PubID_151,1.0,True
G001,4,PubID_153,0.0,False
G001,4,PubID_154,0.0,False
G001,4,PubID_154,0.0,True
G001,4,PubID_163,1.0,False
G001,4,PubID_172,0.2857142857142857,False
G001,4,PubID_177,0.30434782608695654,False
G001,4,PubID_187,0.5714285714285714,False
G001,4,PubID_187,0.0,True
G001,4,PubID_191,0.375,False
G001,4,PubID_193,0.45714285714285713,False
G001,8,PubID_005,1.0,False
G001,8,PubID_005,1.0,True
G001,8,PubID_009,0.3333333333333333,False
G001,8,PubID_014,0.0,False
G001,8,PubID_014,0.0,True
G001,8,PubID_023,0.25,False
G001,8,PubID_023,0.30434782608695654,True
G001,8,PubID_032,0.42857142857142855,False
G001,8,PubID_036,0.5714285714285714,False
G001,8,PubID_036,0.5,True
G001,8,PubID_046,0.0,False
G001,8,PubID_046,0.0,True
G001,8,PubID_047,0.0,False
G001,8,PubID_047,0.0,True
G001,8,PubID_051,1.0,False
G001,8,PubID_051,1.0,True
G001,8,PubID_056,0.0,False
G001,8,PubID_056,0.0,True
G001,8,PubID_060,0.38235294117647056,False
G001,8,PubID_062,1.0,False
G001,8,PubID_064,0.19047619047619047,False
G001,8,PubID_068,0.25,False
G001,8,PubID_070,0.34615384615384615,False
G001,8,PubID_077,0.375,False
G001,8,PubID_077,0.3333333333333333,True
G001,8,PubID_092,0.3888888888888889,False
G001,8,PubID_100,0.2916666666666667,False
G001,8,PubID_100,1.0,True
G001,8,PubID_110,1.0,False
G001,8,PubID_110,1.0,True
G001,8,PubID_112,0.16666666666666666,False
G001,8,PubID_113,0.45454545454545453,False
G001,8,PubID_116,0.375,False
G001,8,PubID_117,0.18181818181818182,False
G001,8,PubID_151,0.5555555555555556,False
G001,8,PubID_151,1.0,True
G001,8,PubID_154,0.5,False
G001,8,PubID_154,0.0,True
G001,8,PubID_163,1.0,False
G001,8,PubID_177,0.6666666666666666,False
G001,8,PubID_187,0.0,False
G001,8,PubID_187,0.0,True
G001,8,PubID_191,0.45454545454545453,False
G001,8,PubID_193,0.5882352941176471,False
G001,10,PubID_005,0.5714285714285714,False
G001,10,PubID_005,1.0,True
G001,10,PubID_009,0.4,False
G001,10,PubID_014,0.15384615384615385,False
G001,10,PubID_014,0.5,True
G001,10,PubID_023,0.3,False
G001,10,PubID_023,0.38095238095238093,True
G001,10,PubID_032,0.5,False
G001,10,PubID_036,0.3076923076923077,False
G001,10,PubID_036,0.22857142857142856,True
G001,10,PubID_046,0.2,False
G001,10,PubID_046,0.4666666666666667,True
G001,10,PubID_047,0.5789473684210527,False
G001,10,PubID_047,0.5,True
G001,10,PubID_051,0.42424242424242425,False
G001,10,PubID_051,0.0,True
G001,10,PubID_056,0.42857142857142855,False
G001,10,PubID_056,0.0,True
G001,10,PubID_060,0.3076923076923077,False
G001,10,PubID_062,0.5,False
G001,10,PubID_064,0.15,False
G001,10,PubID_070,0.2,False
G001,10,PubID_077,0.5,False
G001,10,PubID_077,0.5,True
G001,10,PubID_079,0.625,False
G001,10,PubID_079,0.6666666666666666,True
G001,10,PubID_092,0.24242424242424243,False
G001,10,PubID_100,0.3181818181818182,False
G001,10,PubID_100,0.0,True
G001,10,PubID_110,0.5,False
G001,10,PubID_110,0.5,True
G001,10,PubID_112,0.2,False
G001,10,PubID_113,0.3333333333333333,False
G001,10,PubID_114,1.0,False
G001,10,PubID_114,1.0,True
G001,10,PubID_116,0.0,False
G001,10,PubID_117,0.3333333333333333,False
G001,10,PubID_151,0.3076923076923077,False
G001,10,PubID_151,0.5,True
G001,10,PubID_153,0.23529411764705882,False
G001,10,PubID_153,0.0,True
G001,10,PubID_154,0.6363636363636364,False
G001,10,PubID_154,1.0,True
G001,10,PubID_163,0.46153846153846156,False
G001,10,PubID_177,0.28,False
G001,10,PubID_187,0.47368421052631576,False
G001,10,PubID_187,0.41379310344827586,True
G001,10,PubID_191,0.3333333333333333,False
G001,10,PubID_193,0.3125,False
G001,16,PubID_005,0.7142857142857143,False
G001,16,PubID_005,1.0,True
G001,16,PubID_009,0.23076923076923078,False
G001,16,PubID_014,0.3333333333333333,False
G001,16,PubID_014,0.5,True
G001,16,PubID_023,0.38095238095238093,False
G001,16,PubID_023,0.2,True
G001,16,PubID_032,0.4,False
G001,16,PubID_036,0.34615384615384615,False
G001,16,PubID_036,0.5454545454545454,True
G001,16,PubID_046,0.5714285714285714,False
G001,16,PubID_046,0.6808510638297872,True
G001,16,PubID_047,0.0,False
G001,16,PubID_047,0.0,True
G001,16,PubID_051,0.5789473684210527,False
G001,16,PubID_051,0.25,True
G001,16,PubID_056,0.2727272727272727,False
G001,16,PubID_056,0.3333333333333333,True
G001,16,PubID_060,0.42857142857142855,False
G001,16,PubID_062,0.5384615384615384,False
G001,16,PubID_064,0.1724137931034483,False
G001,16,PubID_070,0.2222222222222222,False
G001,16,PubID_077,0.0,False
G001,16,PubID_077,0.0,True
G001,16,PubID_079,0.8333333333333334,False
G001,16,PubID_079,1.0,True
G001,16,PubID_092,0.32142857142857145,False
G001,16,PubID_100,0.5172413793103449,False
G001,16,PubID_100,0.5616438356164384,True
G001,16,PubID_110,0.5,False
G001,16,PubID_110,0.6666666666666666,True
G001,16,PubID_112,0.125,False
G001,16,PubID_113,0.36363636363636365,False
G001,16,PubID_116,0.0,False
G001,16,PubID_117,0.6666666666666666,False
G001,16,PubID_151,0.42857142857142855,False
G001,16,PubID_151,1.0,True
G001,16,PubID_153,0.25,False
G001,16,PubID_153,0.0,True
G001,16,PubID_154,0.5,False
G001,16,PubID_154,0.0,True
G001,16,PubID_163,0.5,False
G001,16,PubID_177,0.3333333333333333,False
G001,16,PubID_187,0.42857142857142855,False
G001,16,PubID_187,0.5,True
G001,16,PubID_191,0.2916666666666667,False
G001,16,PubID_193,0.45,False
